,Name,Political Affiliation at Appointment,Senatorial Designation / Province or Territory,Appointed on the advice of,Term (yyyy.mm.dd),start_date,end_date,reason
418,"Olivier, Louis Auguste",Liberal Party of Canada,"De Lanaudière, Quebec",Royal Proclamation,1867.10.23 - 1873.09.08  (Resignation),1867-10-23 00:00:00,1873-09-08 00:00:00,Resignation
419,"Olson, Horace Andrew (Bud)",Liberal Party of Canada,"Alberta South, Alberta","Trudeau, Pierre Elliott",1977.04.05 - 1996.03.07  (Resignation),1977-04-05 00:00:00,1996-03-07 00:00:00,Resignation
420,"Ottenheimer, Gerald R.",Progressive Conservative Party,"Waterford-Trinity, Newfoundland and Labrador","Mulroney, Martin Brian",1987.12.30 - 1998.01.18  (Death),1987-12-30 00:00:00,1998-01-18 00:00:00,Death
421,"Owens, William",Conservative (1867-1942),"Inkerman, Quebec","Bowell, Mackenzie",1896.01.02 - 1917.06.08  (Death),1896-01-02 00:00:00,1917-06-08 00:00:00,Death
422,"Panet, Charles-Eugène",Liberal Party of Canada,"La Salle, Quebec","Mackenzie, Alexander",1874.03.27 - 1875.02.04  (Resignation),1874-03-27 00:00:00,1875-02-04 00:00:00,Resignation
423,"Panet, Louis",Conservative (1867-1942),"La Salle, Quebec","Macdonald, John Alexander",1871.02.10 - 1874.03.26  (Resignation),1871-02-10 00:00:00,1874-03-26 00:00:00,Resignation
424,"Pâquet, Anselme Homère",Liberal Party of Canada,"De la Vallière, Quebec","Mackenzie, Alexander",1874.12.09 - 1891.12.22  (Death),1874-12-09 00:00:00,1891-12-22 00:00:00,Death
425,"Paquet, Eugène",Conservative (1867-1942),"Lauzon, Quebec","Bennett, Richard Bedford",1935.08.14 - 1951.05.08  (Death),1935-08-14 00:00:00,1951-05-08 00:00:00,Death
426,"Paquet, Joseph Arthur",Liberal Party of Canada,"La Salle, Quebec","Laurier, Wilfrid",1898.06.27 - 1901.03.29  (Death),1898-06-27 00:00:00,1901-03-29 00:00:00,Death
427,"Paradis, Philippe-Jacques",Liberal Party of Canada,"Shawinigan, Quebec","King, William Lyon Mackenzie",1927.12.14 - 1933.06.20  (Death),1927-12-14 00:00:00,1933-06-20 00:00:00,Death
428,"Pardee, Frederick Forsyth",Liberal Party of Canada,"Lambton, Ontario","King, William Lyon Mackenzie",1922.03.11 - 1927.02.04  (Death),1922-03-11 00:00:00,1927-02-04 00:00:00,Death
429,"Parent, Georges",Liberal Party of Canada,"Kennebec, Quebec","King, William Lyon Mackenzie",1930.06.03 - 1942.12.14  (Death),1930-06-03 00:00:00,1942-12-14 00:00:00,Death
430,"Paterson, Norman McLeod",Liberal Party of Canada,"Milton, Ontario","King, William Lyon Mackenzie",1940.02.09 - 1981.06.18  (Resignation),1940-02-09 00:00:00,1981-06-18 00:00:00,Resignation
431,"Patterson, Dennis Glen",Conservative Party of Canada,"Nunavut, Nunavut","Harper, Stephen",2009.08.27 -,2009-08-27 00:00:00,,
432,"Pearson, Arthur Maurice",Progressive Conservative Party,"Lumsden, Saskatchewan","Diefenbaker, John George",1957.10.12 - 1971.03.31  (Resignation),1957-10-12 00:00:00,1971-03-31 00:00:00,Resignation
433,"Pearson, Landon",Liberal Party of Canada,"Ontario, Ontario","Chrétien, Joseph Jacques Jean",1994.09.15 - 2005.11.16  (Retirement),1994-09-15 00:00:00,2005-11-16 00:00:00,Retirement
434,"Pelletier, Charles Alphonse Pantaléon",Liberal Party of Canada,"Grandville, Quebec","Mackenzie, Alexander",1877.02.02 - 1904.09.01  (Resignation),1877-02-02 00:00:00,1904-09-01 00:00:00,Resignation
435,"Penny, Edward Goff",Liberal Party of Canada,"Alma, Quebec","Mackenzie, Alexander",1874.03.13 - 1881.10.11  (Death),1874-03-13 00:00:00,1881-10-11 00:00:00,Death
436,"Penny, George Joseph",Liberal Party of Canada,"Newfoundland, Newfoundland and Labrador","St-Laurent, Louis Stephen",1949.08.17 - 1949.12.04  (Death),1949-08-17 00:00:00,1949-12-04 00:00:00,Death
437,"Pépin, Lucie",Liberal Party of Canada,"Shawinigan, Quebec","Chrétien, Joseph Jacques Jean",1997.04.08 - 2011.09.07  (Retirement),1997-04-08 00:00:00,2011-09-07 00:00:00,Retirement
438,"Perley, William Dell",Conservative (1867-1942),"Wolseley, Northwest Territories","Macdonald, John Alexander",1888.08.03 - 1909.07.15  (Death),1888-08-03 00:00:00,1909-07-15 00:00:00,Death
439,"Perrault, Raymond J.",Liberal Party of Canada,"North Shore-Burnaby, British Columbia","Trudeau, Pierre Elliott",1973.10.05 - 2001.02.06  (Retirement),1973-10-05 00:00:00,2001-02-06 00:00:00,Retirement
440,"Perry (Poirier), Melvin",Liberal Party of Canada,"Prince Edward Island, Prince Edward Island","Chrétien, Joseph Jacques Jean",1999.08.11 - 2000.08.23  (Retirement),1999-08-11 00:00:00,2000-08-23 00:00:00,Retirement
441,"Perry, Ebenezer",Conservative (1867-1942),"Ontario, Ontario","Macdonald, John Alexander",1871.02.02 - 1876.05.01  (Death),1871-02-02 00:00:00,1876-05-01 00:00:00,Death
442,"Peterson, Robert W.",Liberal Party of Canada,"Saskatchewan, Saskatchewan","Martin, Paul Edgar Philippe",2005.03.24 - 2012.10.19  (Retirement),2005-03-24 00:00:00,2012-10-19 00:00:00,Retirement
443,"Petten, Ray",Liberal Party of Canada,"Bonavista, Newfoundland and Labrador","St-Laurent, Louis Stephen",1949.08.17 - 1961.02.16  (Death),1949-08-17 00:00:00,1961-02-16 00:00:00,Death
444,"Petten, William J.",Liberal Party of Canada,"Bonavista, Newfoundland and Labrador","Pearson, Lester Bowles",1968.04.08 - 1998.01.28  (Retirement),1968-04-08 00:00:00,1998-01-28 00:00:00,Retirement
445,"Phalen, Gerard A.",Liberal Party of Canada,"Nova Scotia, Nova Scotia","Chrétien, Joseph Jacques Jean",2001.10.04 - 2009.03.28  (Retirement),2001-10-04 00:00:00,2009-03-28 00:00:00,Retirement
446,"Phillips, Lazarus",Liberal Party of Canada,"Rigaud, Quebec","Pearson, Lester Bowles",1968.02.09 - 1970.10.10  (Retirement),1968-02-09 00:00:00,1970-10-10 00:00:00,Retirement
447,"Phillips, Orville H.",Progressive Conservative Party,"Prince, Prince Edward Island","Diefenbaker, John George",1963.02.05 - 1999.03.24  (Resignation),1963-02-05 00:00:00,1999-03-24 00:00:00,Resignation
448,"Pirie, Frederick William",Liberal Party of Canada,"Victoria-Carleton, New Brunswick","King, William Lyon Mackenzie",1945.04.19 - 1956.10.03  (Death),1945-04-19 00:00:00,1956-10-03 00:00:00,Death
449,"Pitfield, P. Michael",Independent,"Ottawa-Vanier, Ontario","Trudeau, Pierre Elliott",1982.12.22 - 2010.06.01  (Resignation),1982-12-22 00:00:00,2010-06-01 00:00:00,Resignation
450,"Plamondon, Madeleine",Independent,"The Laurentides, Quebec","Chrétien, Joseph Jacques Jean",2003.09.09 - 2006.09.21  (Retirement),2003-09-09 00:00:00,2006-09-21 00:00:00,Retirement
451,"Planta, Albert",Conservative (1867-1942),"Nanaimo, British Columbia","Borden, Robert Laird",1917.06.26 - 1935.12.11  (Resignation),1917-06-26 00:00:00,1935-12-11 00:00:00,Resignation
452,"Plett, Donald Neil",Conservative Party of Canada,"Landmark, Manitoba","Harper, Stephen",2009.08.27 -,2009-08-27 00:00:00,,
453,"Plumb, Josiah Burr",Conservative (1867-1942),"Ontario, Ontario","Macdonald, John Alexander",1883.02.08 - 1888.03.12  (Death),1883-02-08 00:00:00,1888-03-12 00:00:00,Death
454,"Poirier, Pascal",Liberal-Conservative,"L'Acadie, New Brunswick","Macdonald, John Alexander",1885.03.09 - 1933.09.25  (Death),1885-03-09 00:00:00,1933-09-25 00:00:00,Death
455,"Poirier, Rose-May",Conservative Party of Canada,"Saint-Louis-de-Kent, New Brunswick","Harper, Stephen",2010.02.28 -,2010-02-28 00:00:00,,
456,"Poitras, Jean-Marie",Progressive Conservative Party,"De Salaberry, Quebec","Mulroney, Martin Brian",1988.09.26 - 1993.05.25  (Resignation),1988-09-26 00:00:00,1993-05-25 00:00:00,Resignation
457,"Pope, Rufus Henry",Conservative (1867-1942),"Bedford, Quebec","Borden, Robert Laird",1911.11.14 - 1944.05.16  (Death),1911-11-14 00:00:00,1944-05-16 00:00:00,Death
458,"Pouliot, Jean-François",Liberal Party of Canada,"De la Durantaye, Quebec","St-Laurent, Louis Stephen",1955.07.28 - 1968.06.28  (Resignation),1955-07-28 00:00:00,1968-06-28 00:00:00,Resignation
459,"Power, Charles Gavan",Liberal Party of Canada,"Gulf, Quebec","St-Laurent, Louis Stephen",1955.07.28 - 1968.05.30  (Death),1955-07-28 00:00:00,1968-05-30 00:00:00,Death
460,"Power, Lawrence Geoffrey",Liberal Party of Canada,"Halifax, Nova Scotia","Mackenzie, Alexander",1877.02.02 - 1921.09.12  (Death),1877-02-02 00:00:00,1921-09-12 00:00:00,Death
461,"Poy, Vivienne",Liberal Party of Canada,"Toronto, Ontario","Chrétien, Joseph Jacques Jean",1998.09.17 - 2012.09.17  (Resignation),1998-09-17 00:00:00,2012-09-17 00:00:00,Resignation
462,"Pozer, Christian Henry",Nationalist,"Lauzon, Quebec","Mackenzie, Alexander",1876.09.20 - 1884.07.18  (Death),1876-09-20 00:00:00,1884-07-18 00:00:00,Death
463,"Pratt, Calvert Coates",Liberal Party of Canada,"St. John's West, Newfoundland and Labrador","St-Laurent, Louis Stephen",1951.01.24 - 1963.11.13  (Death),1951-01-24 00:00:00,1963-11-13 00:00:00,Death
464,"Prévost, Jules-Édouard",Liberal Party of Canada,"Mille Isles, Quebec","King, William Lyon Mackenzie",1930.06.03 - 1943.10.13  (Death),1930-06-03 00:00:00,1943-10-13 00:00:00,Death
465,"Price, David Edward",Conservative (1867-1942),"The Laurentides, Quebec",Royal Proclamation,1867.10.23 - 1883.08.22  (Death),1867-10-23 00:00:00,1883-08-22 00:00:00,Death
466,"David, Paul",Progressive Conservative Party,"Bedford, Quebec","Mulroney, Martin Brian",1985.04.16 - 1994.12.25  (Retirement),1985-04-16 00:00:00,1994-12-25 00:00:00,Retirement
467,"Davies, William Rupert",Liberal Party of Canada,"Kingston, Ontario","King, William Lyon Mackenzie",1942.11.19 - 1967.03.11  (Death),1942-11-19 00:00:00,1967-03-11 00:00:00,Death
468,"Davis, John Caswell",Liberal Party of Canada,"Winnipeg, Manitoba","St-Laurent, Louis Stephen",1949.01.25 - 1953.10.25  (Death),1949-01-25 00:00:00,1953-10-25 00:00:00,Death
469,"Davis, Thomas Osborne",Liberal Party of Canada,"Prince Albert, Northwest Territories","Laurier, Wilfrid",1904.09.30 - 1917.01.23  (Death),1904-09-30 00:00:00,1917-01-23 00:00:00,Death
470,"Dawson, Dennis",Liberal Party of Canada,"Lauzon, Quebec","Martin, Paul Edgar Philippe",2005.08.02 -,2005-08-02 00:00:00,,
471,"Day, Joseph A.",Liberal Party of Canada,"Saint John - Kennebecasis, New Brunswick","Chrétien, Joseph Jacques Jean",2001.10.04 -,2001-10-04 00:00:00,,
472,"De Bané, Pierre",Liberal Party of Canada,"De la Vallière, Quebec","Trudeau, Pierre Elliott",1984.06.29 - 2013.08.02  (Retirement),1984-06-29 00:00:00,2013-08-02 00:00:00,Retirement
473,"de Cotret, Robert René",Progressive Conservative Party,"Ottawa, Ontario","Clark, Charles Joseph",1979.06.05 - 1980.01.14  (Resignation),1979-06-05 00:00:00,1980-01-14 00:00:00,Resignation
474,"De Léry, Alexandre-René Chaussegros",Conservative (1867-1942),"Lauzon, Quebec","Macdonald, John Alexander",1871.12.13 - 1876.04.11  (Resignation),1871-12-13 00:00:00,1876-04-11 00:00:00,Resignation
475,"Deblois, Pierre Antoine",Conservative (1867-1942),"La Salle, Quebec","Macdonald, John Alexander",1883.02.13 - 1898.06.21  (Death),1883-02-13 00:00:00,1898-06-21 00:00:00,Death
476,"Déchêne, Alphonse Arthur Miville",Liberal Party of Canada,"De la Durantaye, Quebec","Laurier, Wilfrid",1901.05.13 - 1902.05.01  (Death),1901-05-13 00:00:00,1902-05-01 00:00:00,Death
477,"Demers, Jacques",Conservative Party of Canada,"Rigaud, Quebec","Harper, Stephen",2009.08.27 -,2009-08-27 00:00:00,,
478,"Denis, Azellus",Liberal Party of Canada,"La Salle, Quebec","Pearson, Lester Bowles",1964.02.03 - 1991.09.04  (Death),1964-02-03 00:00:00,1991-09-04 00:00:00,Death
479,"Dennis, William",Independent Conservative,"Halifax, Nova Scotia","Borden, Robert Laird",1912.11.20 - 1920.07.11  (Death),1912-11-20 00:00:00,1920-07-11 00:00:00,Death
480,"Dennis, William Henry",Conservative (1867-1942),"Halifax, Nova Scotia","Bennett, Richard Bedford",1932.02.03 - 1954.01.18  (Death),1932-02-03 00:00:00,1954-01-18 00:00:00,Death
481,"Derbyshire, Daniel",Liberal Party of Canada,"Brockville, Ontario","Laurier, Wilfrid",1907.11.22 - 1916.06.18  (Death),1907-11-22 00:00:00,1916-06-18 00:00:00,Death
482,"Deschatelets, Jean-Paul",Liberal Party of Canada,"Lauzon, Quebec","Pearson, Lester Bowles",1966.02.24 - 1986.01.10  (Resignation),1966-02-24 00:00:00,1986-01-10 00:00:00,Resignation
483,"Desjardins, Alphonse",Conservative (1867-1942),"De Lorimier, Quebec","Abbott, John Joseph Caldwell",1892.10.01 - 1896.06.16  (Resignation),1892-10-01 00:00:00,1896-06-16 00:00:00,Resignation
484,"Desmarais, Jean Noël",Progressive Conservative Party,"Sudbury, Ontario","Mulroney, Martin Brian",1993.06.04 - 1995.07.25  (Death),1993-06-04 00:00:00,1995-07-25 00:00:00,Death
485,"Desruisseaux, Paul",Liberal Party of Canada,"Wellington, Quebec","Pearson, Lester Bowles",1966.07.08 - 1980.05.01  (Retirement),1966-07-08 00:00:00,1980-05-01 00:00:00,Retirement
486,"Dessaulles, Georges-Casimir",Liberal Party of Canada,"Rougemont, Quebec","Laurier, Wilfrid",1907.03.12 - 1930.04.19  (Death),1907-03-12 00:00:00,1930-04-19 00:00:00,Death
487,"Dessureault, Jean-Marie",Liberal Party of Canada,"Stadacona, Quebec","King, William Lyon Mackenzie",1945.06.09 - 1970.08.16  (Resignation),1945-06-09 00:00:00,1970-08-16 00:00:00,Resignation
488,"DeVeber, Leverett George",Liberal Party of Canada,"Lethbridge, Alberta","Laurier, Wilfrid",1906.03.08 - 1925.07.09  (Death),1906-03-08 00:00:00,1925-07-09 00:00:00,Death
489,"Dever, James",Liberal Party of Canada,"St. John, New Brunswick","Macdonald, John Alexander",1868.03.14 - 1904.05.07  (Death),1868-03-14 00:00:00,1904-05-07 00:00:00,Death
490,"DeWare, Mabel M.",Progressive Conservative Party,"Moncton, New Brunswick","Mulroney, Martin Brian",1990.09.23 - 2001.08.09  (Retirement),1990-09-23 00:00:00,2001-08-09 00:00:00,Retirement
491,"Di Nino, Consiglio",Progressive Conservative Party,"Ontario, Ontario","Mulroney, Martin Brian",1990.08.30 - 2012.06.30  (Resignation),1990-08-30 00:00:00,2012-06-30 00:00:00,Resignation
492,"Dickey, Robert Barry",Conservative (1867-1942),"Amherst, Nova Scotia",Royal Proclamation,1867.10.23 - 1903.07.14  (Death),1867-10-23 00:00:00,1903-07-14 00:00:00,Death
493,"Dickson, Fred",Conservative Party of Canada,"Nova Scotia, Nova Scotia","Harper, Stephen",2009.01.02 - 2012.02.09  (Death),2009-01-02 00:00:00,2012-02-09 00:00:00,Death
494,"Dickson, Walter Hamilton",Conservative (1867-1942),"Niagara, Ontario",Royal Proclamation,1867.10.23 - 1884.02.14  (Resignation),1867-10-23 00:00:00,1884-02-14 00:00:00,Resignation
495,"Dobson, John",Conservative (1867-1942),"Lindsay, Ontario","Abbott, John Joseph Caldwell",1892.02.23 - 1907.01.27  (Death),1892-02-23 00:00:00,1907-01-27 00:00:00,Death
496,"Domville, James",Liberal Party of Canada,"Rothesay, New Brunswick","Laurier, Wilfrid",1903.04.20 - 1921.07.30  (Death),1903-04-20 00:00:00,1921-07-30 00:00:00,Death
497,"Donahoe, Richard Alphonsus",Progressive Conservative Party,"Halifax, Nova Scotia","Clark, Charles Joseph",1979.09.13 - 1984.09.27  (Retirement),1979-09-13 00:00:00,1984-09-27 00:00:00,Retirement
498,"Donnelly, James J.",Conservative (1867-1942),"South Bruce, Ontario","Borden, Robert Laird",1913.05.26 - 1948.10.20  (Death),1913-05-26 00:00:00,1948-10-20 00:00:00,Death
499,"Doody, C. William",Progressive Conservative Party,"Harbour Main-Bell Island, Newfoundland and Labrador","Clark, Charles Joseph",1979.10.03 - 2005.12.27  (Death),1979-10-03 00:00:00,2005-12-27 00:00:00,Death
500,"Doone, James Joseph Hayes",Liberal Party of Canada,"Charlotte, New Brunswick","St-Laurent, Louis Stephen",1949.06.25 - 1953.04.06  (Death),1949-06-25 00:00:00,1953-04-06 00:00:00,Death
501,"Douglas, James Moffat",Independent Liberal,"Tantallon, Saskatchewan","Laurier, Wilfrid",1906.03.08 - 1920.08.19  (Death),1906-03-08 00:00:00,1920-08-19 00:00:00,Death
502,"Downe, Percy E.",Liberal Party of Canada,"Charlottetown, Prince Edward Island","Chrétien, Joseph Jacques Jean",2003.06.26 -,2003-06-26 00:00:00,,
503,"Doyle, Norman E.",Conservative Party of Canada,"Newfoundland and Labrador, Newfoundland and Labrador","Harper, Stephen",2012.01.06 -,2012-01-06 00:00:00,,
504,"Doyle, Richard J.",Progressive Conservative Party,"North York, Ontario","Mulroney, Martin Brian",1985.03.19 - 1998.03.10  (Retirement),1985-03-19 00:00:00,1998-03-10 00:00:00,Retirement
505,"Drouin, Mark Robert",Progressive Conservative Party,"La Salle, Quebec","Diefenbaker, John George",1957.10.04 - 1963.10.12  (Death),1957-10-04 00:00:00,1963-10-12 00:00:00,Death
506,"Drummond, George Alexander",Conservative (1867-1942),"Kennebec, Quebec","Macdonald, John Alexander",1888.12.01 - 1910.02.02  (Death),1888-12-01 00:00:00,1910-02-02 00:00:00,Death
507,"Du Tremblay, Pamphile Réal Blaise Nugent",Liberal Party of Canada,"Repentigny, Quebec","King, William Lyon Mackenzie",1942.11.19 - 1955.10.06  (Death),1942-11-19 00:00:00,1955-10-06 00:00:00,Death
508,"Duchesnay, Antoine Juchereau",Conservative (1867-1942),"La Salle, Quebec",Royal Proclamation,1867.10.23 - 1871.01.07  (Resignation),1867-10-23 00:00:00,1871-01-07 00:00:00,Resignation
509,"Duchesnay, Henri Elzéar Juchereau",Conservative (1867-1942),"Lauzon, Quebec",Royal Proclamation,1867.10.23 - 1871.05.12  (Death),1867-10-23 00:00:00,1871-05-12 00:00:00,Death
510,"Duff, William",Liberal Party of Canada,"Lunenburg, Nova Scotia","King, William Lyon Mackenzie",1936.02.28 - 1953.04.25  (Death),1936-02-28 00:00:00,1953-04-25 00:00:00,Death
511,"Duffus, Joseph James",Liberal Party of Canada,"Peterborough West, Ontario","King, William Lyon Mackenzie",1940.02.15 - 1957.02.07  (Death),1940-02-15 00:00:00,1957-02-07 00:00:00,Death
512,"Duffy, Michael",Conservative Party of Canada,"Prince Edward Island, Prince Edward Island","Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
513,"Duggan, James",Liberal Party of Canada,"Avalon, Newfoundland and Labrador","Pearson, Lester Bowles",1966.07.08 - 1978.02.28  (Resignation),1966-07-08 00:00:00,1978-02-28 00:00:00,Resignation
514,"Duhamel, Ron J.",Liberal Party of Canada,"Manitoba, Manitoba","Chrétien, Joseph Jacques Jean",2002.01.15 - 2002.09.30  (Death),2002-01-15 00:00:00,2002-09-30 00:00:00,Death
515,"Dumouchel, Léandre",Conservative (1867-1942),"Mille Isles, Quebec",Royal Proclamation,1867.10.23 - 1882.09.23  (Death),1867-10-23 00:00:00,1882-09-23 00:00:00,Death
516,"Dupuis, Vincent",Liberal Party of Canada,"Rigaud, Quebec","King, William Lyon Mackenzie",1945.04.18 - 1967.05.11  (Death),1945-04-18 00:00:00,1967-05-11 00:00:00,Death
517,"Dyck, Lillian Eva",New Democratic Party,"Saskatchewan, Saskatchewan","Martin, Paul Edgar Philippe",2005.03.24 -,2005-03-24 00:00:00,,
518,"Eaton, Nicole",Conservative Party of Canada,"Ontario, Ontario","Harper, Stephen",2009.01.02 -,2009-01-02 00:00:00,,
519,"Edwards, William Cameron",Liberal Party of Canada,"Russell, Ontario","Laurier, Wilfrid",1903.03.17 - 1921.09.17  (Death),1903-03-17 00:00:00,1921-09-17 00:00:00,Death
520,"Eggleton, Art",Liberal Party of Canada,"Ontario, Ontario","Martin, Paul Edgar Philippe",2005.03.24 -,2005-03-24 00:00:00,,
521,"Elliott, John Campbell",Liberal Party of Canada,"Middlesex, Ontario","King, William Lyon Mackenzie",1940.01.29 - 1941.12.20  (Death),1940-01-29 00:00:00,1941-12-20 00:00:00,Death
522,"Ellis, John Valentine",Liberal Party of Canada,"St. John, New Brunswick","Laurier, Wilfrid",1900.09.03 - 1913.06.10  (Death),1900-09-03 00:00:00,1913-06-10 00:00:00,Death
523,"Emerson, Clarence Vernon",Progressive Conservative Party,"Saint John-Albert, New Brunswick","Diefenbaker, John George",1957.10.12 - 1963.09.25  (Death),1957-10-12 00:00:00,1963-09-25 00:00:00,Death
524,"Emmerson, Henry Read",Liberal Party of Canada,"Dorchester, New Brunswick","St-Laurent, Louis Stephen",1949.06.25 - 1954.06.21  (Death),1949-06-25 00:00:00,1954-06-21 00:00:00,Death
525,"Enverga, Jr., Tobias C.",Conservative Party of Canada,"Ontario, Ontario","Harper, Stephen",2012.09.06 -,2012-09-06 00:00:00,,
526,"Eudes, Raymond Pierre",Liberal Party of Canada,"De Lorimier, Quebec","Pearson, Lester Bowles",1968.04.08 - 1980.10.25  (Death),1968-04-08 00:00:00,1980-10-25 00:00:00,Death
527,"Euler, William Daum",Liberal Party of Canada,"Waterloo, Ontario","King, William Lyon Mackenzie",1940.05.11 - 1961.07.15  (Death),1940-05-11 00:00:00,1961-07-15 00:00:00,Death
528,"Everett, Douglas Donald",Liberal Party of Canada,"Fort Rouge, Manitoba","Pearson, Lester Bowles",1966.11.08 - 1994.01.20  (Resignation),1966-11-08 00:00:00,1994-01-20 00:00:00,Resignation
529,"Ewasew, John",Liberal Party of Canada,"Montarville, Quebec","Trudeau, Pierre Elliott",1976.12.17 - 1978.03.26  (Death),1976-12-17 00:00:00,1978-03-26 00:00:00,Death
530,"Eyton, John Trevor",Progressive Conservative Party,"Ontario, Ontario","Mulroney, Martin Brian",1990.09.23 - 2009.07.12  (Retirement),1990-09-23 00:00:00,2009-07-12 00:00:00,Retirement
531,"Fabre, Hector",Nationalist,"La Salle, Quebec","Mackenzie, Alexander",1875.02.05 - 1882.07.12  (Resignation),1875-02-05 00:00:00,1882-07-12 00:00:00,Resignation
532,"Fafard, Joseph-Fernand",Liberal Party of Canada,"De la Durantaye, Quebec","King, William Lyon Mackenzie",1940.01.29 - 1955.05.14  (Death),1940-01-29 00:00:00,1955-05-14 00:00:00,Death
533,"Fairbairn, Joyce",Liberal Party of Canada,"Lethbridge, Alberta","Trudeau, Pierre Elliott",1984.06.29 - 2013.01.18  (Resignation),1984-06-29 00:00:00,2013-01-18 00:00:00,Resignation
534,"Fallis, Iva Campbell",Conservative (1867-1942),"Peterborough, Ontario","Bennett, Richard Bedford",1935.07.20 - 1956.03.07  (Death),1935-07-20 00:00:00,1956-03-07 00:00:00,Death
535,"Farquhar, Thomas",Liberal Party of Canada,"Algoma, Ontario","King, William Lyon Mackenzie",1948.09.10 - 1962.09.27  (Resignation),1948-09-10 00:00:00,1962-09-27 00:00:00,Resignation
536,"Farrell, Edward Matthew",Liberal Party of Canada,"Liverpool, Nova Scotia","Laurier, Wilfrid",1910.01.12 - 1931.08.06  (Death),1910-01-12 00:00:00,1931-08-06 00:00:00,Death
537,"Farris, John Wallace de Beque",Liberal Party of Canada,"Vancouver South, British Columbia","King, William Lyon Mackenzie",1937.01.09 - 1970.02.25  (Death),1937-01-09 00:00:00,1970-02-25 00:00:00,Death
538,"Fauteux, Guillaume-André",Conservative (1867-1942),"De Salaberry, Quebec","Bennett, Richard Bedford",1933.12.30 - 1940.09.10  (Death),1933-12-30 00:00:00,1940-09-10 00:00:00,Death
539,"Ferguson, Donald",Conservative (1867-1942),"Queen's, Prince Edward Island","Thompson, John Sparrow David",1893.09.04 - 1909.09.04  (Death),1893-09-04 00:00:00,1909-09-04 00:00:00,Death
540,"Ferguson, John",Conservative (1867-1942),"Ontario, Ontario","Abbott, John Joseph Caldwell",1892.10.01 - 1896.09.22  (Death),1892-10-01 00:00:00,1896-09-22 00:00:00,Death
541,"Ferguson, Lieut. Col. John",Conservative (1867-1942),"Bathurst, New Brunswick",Royal Proclamation,1867.10.23 - 1888.08.21  (Death),1867-10-23 00:00:00,1888-08-21 00:00:00,Death
542,"Fergusson, Muriel McQueen",Liberal Party of Canada,"Fredericton, New Brunswick","St-Laurent, Louis Stephen",1953.05.19 - 1975.05.23  (Resignation),1953-05-19 00:00:00,1975-05-23 00:00:00,Resignation
543,"Ferland, Charles-Édouard",Liberal Party of Canada,"Shawinigan, Quebec","King, William Lyon Mackenzie",1945.04.18 - 1951.04.18  (Resignation),1945-04-18 00:00:00,1951-04-18 00:00:00,Resignation
544,"Ferretti Barth, Marisa",Liberal Party of Canada,"Repentigny, Quebec","Chrétien, Joseph Jacques Jean",1997.09.22 - 2006.04.28  (Retirement),1997-09-22 00:00:00,2006-04-28 00:00:00,Retirement
545,"Ferrier, James",Conservative (1867-1942),"Shawinigan, Quebec",Royal Proclamation,1867.10.23 - 1888.05.30  (Death),1867-10-23 00:00:00,1888-05-30 00:00:00,Death
546,"Finestone, Sheila",Liberal Party of Canada,"Montarville, Quebec","Chrétien, Joseph Jacques Jean",1999.08.11 - 2002.01.28  (Retirement),1999-08-11 00:00:00,2002-01-28 00:00:00,Retirement
547,"Finley, Doug",Conservative Party of Canada,"Ontario - South Coast, Ontario","Harper, Stephen",2009.08.27 - 2013.05.11  (Death),2009-08-27 00:00:00,2013-05-11 00:00:00,Death
548,"Finnerty, Isobel",Liberal Party of Canada,"Ontario, Ontario","Chrétien, Joseph Jacques Jean",1999.09.02 - 2005.07.15  (Retirement),1999-09-02 00:00:00,2005-07-15 00:00:00,Retirement
549,"Fiset, Jean-Baptiste Romuald",Liberal Party of Canada,"Gulf, Quebec","Laurier, Wilfrid",1897.10.20 - 1917.01.05  (Death),1897-10-20 00:00:00,1917-01-05 00:00:00,Death
550,"Fisher, John Henry",Conservative (1867-1942),"Brant, Ontario","Borden, Robert Laird",1917.07.26 - 1933.12.01  (Death),1917-07-26 00:00:00,1933-12-01 00:00:00,Death
551,"Fitzpatrick, D. Ross",Liberal Party of Canada,"Okanagan-Similkameen, British Columbia","Chrétien, Joseph Jacques Jean",1998.03.06 - 2008.02.04  (Retirement),1998-03-06 00:00:00,2008-02-04 00:00:00,Retirement
552,"Flint, Billa",Liberal Party of Canada,"Trent, Ontario",Royal Proclamation,1867.10.23 - 1894.06.15  (Death),1867-10-23 00:00:00,1894-06-15 00:00:00,Death
553,"Flynn, Jacques",Progressive Conservative Party,"Rougemont, Quebec","Diefenbaker, John George",1962.11.09 - 1990.08.22  (Resignation),1962-11-09 00:00:00,1990-08-22 00:00:00,Resignation
554,"Fogo, James Gordon",Liberal Party of Canada,"Carleton, Ontario","St-Laurent, Louis Stephen",1949.01.25 - 1952.07.06  (Death),1949-01-25 00:00:00,1952-07-06 00:00:00,Death
555,"Forest, Jean B.",Liberal Party of Canada,"Edmonton, Alberta","Chrétien, Joseph Jacques Jean",1996.05.16 - 1998.08.28  (Resignation),1996-05-16 00:00:00,1998-08-28 00:00:00,Resignation
556,"Forget, Amédée-Emmanuel",Liberal Party of Canada,"Banff, Alberta","Laurier, Wilfrid",1911.05.02 - 1923.06.08  (Death),1911-05-02 00:00:00,1923-06-08 00:00:00,Death
